發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年12月15日 20時55分00秒,臺南市永康區復國一路197號,死亡1;受傷0,自用-小客車;行人-人,120.246185,23.007249
110年12月16日 10時13分00秒,嘉義市西區導明里垂楊路 / 嘉義市西區導明里永安街,死亡1;受傷1,普通重型-機車;乘客-人,120.451668,23.473946
110年12月16日 10時25分00秒,屏東縣新園鄉五房路365號前0.0公尺東側,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.437349,22.499585
110年12月16日 12時34分00秒,屏東縣九如鄉東寧路、東寧路19巷口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.503493,22.735725
110年12月16日 14時19分00秒,臺中市太平區永平里永平路一段9號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.719678,24.131212
110年12月17日 11時38分00秒,新竹市東區中華路1段2巷121號,死亡1;受傷0,自用-小客車;行人-人,120.996034,24.818363
110年12月17日 17時03分00秒,新竹縣新埔鎮文山里文山路亞東段255號,死亡2;受傷0,普通重型-機車;自用-小客車;乘客-人,121.059598,24.824731
110年12月17日 17時40分53秒,雲林縣斗南鎮新崙路東側 / 雲林縣斗南鎮新崙南路南側,死亡1;受傷1,自用-小客車;普通重型-機車,120.4364,23.678698
110年12月17日 17時45分00秒,新北市板橋區僑中二街116巷前0.0公尺附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.454712,25.013643
110年12月17日 21時32分27秒,新竹縣尖石鄉竹60線26.8K處,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,121.273357,24.636261
110年12月17日 22時59分00秒,新北市新莊區新樹路85號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,121.430955,25.020127
110年12月18日 13時32分00秒,桃園市大溪區介壽路266號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車;自用-小客車,121.290713,24.917115
110年12月18日 16時23分30秒,新竹縣寶山鄉大雅路二段與寶山交流道南下出口附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.006116,24.757636
110年12月18日 16時49分00秒,新北市三重區仁愛街578號前0.0公尺,死亡1;受傷0,普通重型-機車,121.484951,25.081286
110年12月18日 21時30分00秒,屏東縣內埔鄉建興村建興路與長青巷口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.57137,22.660019
110年12月18日 23時34分15秒,屏東縣萬丹鄉灣內村南北路一段與香內路,死亡1;受傷1,普通重型-機車;乘客-人,120.464435,22.5634
110年12月19日 04時23分53秒,臺東縣臺東市台11線 168.6公里南側向內側,死亡1;受傷0,普通重型-機車,121.115045,22.726057
110年12月19日 12時29分30秒,臺南市東區崇德路口 / 臺南市東區東智街口,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.227529,22.962852
110年12月19日 13時51分14秒,屏東縣枋山鄉台1線 454公里600.0公尺處北側,死亡1;受傷1,自用-小客車;遊覽車-大客車;乘客-人,120.665588,22.242312
110年12月19日 13時55分00秒,雲林縣元長鄉後湖村台19公路南向55公里處,死亡1;受傷0,腳踏自行車-慢車;自用-大貨車,120.325224,23.694011
110年12月19日 19時35分00秒,桃園市龜山區振興路1057號前0.0公尺附近,死亡1;受傷1,普通重型-機車;乘客-人,121.370081,25.025103
110年12月20日 08時05分00秒,新竹市東區園區三路與研新一路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.995262,24.776838
110年12月20日 10時00分00秒,新竹縣關西鎮118縣道32K+600M(喜美橋旁),死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,121.210893,24.773996
110年12月20日 14時05分00秒,臺北市北投區文林北路76號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,121.517831,25.105056
110年12月20日 16時02分00秒,新北市三重區新北市三重區溪尾街138號前,死亡1;受傷0,普通重型-機車;普通重型-機車,121.48916,25.079629
110年12月20日 19時32分38秒,屏東縣滿州鄉台26線 72公里400.0公尺處,死亡1;受傷0,普通重型-機車,120.888334,22.135525
110年12月20日 23時45分00秒,新北市新莊區中環路 / 新北市新莊區幸福路,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.442303,25.039959
110年12月21日 01時28分00秒,新北市蘆洲區中山一路 / 新北市蘆洲區成功路,死亡1;受傷0,自用-小客車;行人-人,121.476403,25.081803
110年12月21日 12時04分00秒,彰化縣秀水鄉安東村安樂街前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用),120.489592,24.040465
110年12月21日 15時03分00秒,高雄市左營區進學路 / 高雄市左營區進學路,死亡1;受傷0,普通輕型-機車;自用-小客車,120.295467,22.692569
110年12月21日 17時15分00秒,新北市蘆洲區環堤大道路300號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.474863,25.097236
110年12月21日 18時25分00秒,臺中市沙鹿區斗抵里沙田路 / 臺中市沙鹿區斗抵里天池街,死亡1;受傷0,腳踏自行車-慢車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車,120.55739,24.224356
110年12月21日 19時49分00秒,臺北市萬華區和平西路3段 / 臺北市萬華區和平西路3段,死亡1;受傷0,自用-小客車;行人-人,121.491554,25.035491
110年12月21日 20時29分00秒,嘉義市東區林森里林森東路 / 嘉義市東區林森里安和街,死亡1;受傷0,自用-小客車;行人-人,120.456863,23.486825
110年12月22日 00時37分00秒,桃園市桃園區仁和街248巷前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.319524,24.973008
110年12月22日 01時25分36秒,臺南市北區文成路口 / 臺南市北區育德路,死亡1;受傷0,自用-小客車;普通重型-機車,120.206512,23.012754
110年12月22日 10時35分00秒,高雄市大寮區會結二路86號前0.0公尺前,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);動力機械-其他車;行人-人;行人-人,120.419012,22.554166
110年12月22日 11時27分00秒,高雄市大寮區大寮路 / 高雄市大寮區仁德路,死亡1;受傷0,腳踏自行車-慢車;營業用-曳引車,120.408153,22.593529
110年12月22日 17時20分00秒,臺南市南區萬年路西側 / 臺南市南區萬年七街南側,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,120.18955,22.936561
110年12月22日 17時35分00秒,新竹縣寶山鄉國道1號 103公里400.0公尺處北側向中線,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);自用-半聯結車;乘客-人,120.976739,24.747353
110年12月23日 01時08分00秒,雲林縣虎尾鎮國道1號 238公里北側向外側,死亡1;受傷1,自用-小客車;營業用-半聯結車;其他人-人,120.475683,23.706884
110年12月23日 09時43分00秒,新北市板橋區新北市板橋區民生路2段56之2號往中和方向,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,121.47145,25.020326
110年12月23日 16時30分06秒,苗栗縣竹南鎮科研路58號前,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.916606,24.707144
110年12月23日 17時47分00秒,宜蘭縣三星鄉上將路1段530號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-曳引車,121.744349,24.701374
110年12月24日 17時35分00秒,臺中市北屯區后庄里敦化路一段 / 臺中市北屯區后庄里敦化路一段,死亡1;受傷0,腳踏自行車-慢車;租賃車-小客車,120.669201,24.188328
110年12月25日 04時51分00秒,澎湖縣馬公市縣203線 3公里900.0公尺處西側向內側,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;電動自行車-慢車,119.594825,23.568932
110年12月25日 06時16分00秒,彰化縣彰化市福田里彰南路6段 / 彰化縣彰化市福田里福興路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.622001,24.046125
110年12月25日 06時55分00秒,高雄市岡山區嘉新東路2段59號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.328217,22.820281
110年12月26日 06時27分00秒,新北市板橋區中山路2段370號前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人,121.481867,25.020176
110年12月26日 14時06分00秒,花蓮縣富里鄉明里大橋北端往魚池路650公尺處,死亡1;受傷0,普通重型-機車,121.251531,23.194605
110年12月26日 16時40分00秒,臺北市萬華區光復橋往新北市前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.490217,25.024256
110年12月26日 18時13分08秒,南投縣埔里鎮枇杷里中正路133之18號,死亡1;受傷0,自用-小客車;普通重型-機車,120.977642,23.947453
110年12月26日 19時00分00秒,高雄市前鎮區永豐路 / 高雄市前鎮區崗山東街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車;自用-小客車,120.333192,22.6081
110年12月26日 19時08分00秒,高雄市前金區河東路 / 高雄市前金區國民街,死亡1;受傷3,自用-小客車;行人-人;行人-人;行人-人;行人-人,120.2902,22.62486
110年12月26日 21時22分00秒,新北市深坑區文山路2段 / 新北市深坑區平埔街,死亡1;受傷0,民營公車-大客車;普通重型-機車,121.614653,24.998678
110年12月27日 06時10分25秒,雲林縣麥寮鄉中興村外東環路上,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.204089,23.78179
110年12月27日 06時50分00秒,新北市汐止區福德一路147號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.636715,25.066748
110年12月27日 09時52分00秒,雲林縣東勢鄉四美村永安路52-5號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.244084,23.713719
110年12月27日 18時10分00秒,高雄市大寮區鳳屏二路126號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.411438,22.641086
110年12月27日 20時16分00秒,苗栗縣頭屋鄉台13線 20公里300.0公尺處附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.881267,24.590963
110年12月28日 00時30分00秒,臺東縣大武鄉台9線 424公里100.0公尺處南側向路肩,死亡1;受傷0,自用-小客車,120.891116,22.312493
110年12月28日 07時51分00秒,屏東縣瑪家鄉美園45之1號前,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.599949,22.697692
110年12月28日 11時48分00秒,高雄市左營區翠華路尾北335電桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.302698,22.687728
110年12月28日 17時50分00秒,新北市新店區建國路 / 新北市新店區建國路附近,死亡1;受傷4,自用-小客車;其他人-人;其他人-人;行人-人;乘客-人,121.540687,24.976171
110年12月28日 18時24分00秒,桃園市八德區興豐路2巷前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.278298,24.929008
110年12月29日 07時48分00秒,屏東縣屏東市民族路南側 / 屏東縣屏東市柳州街,死亡1;受傷1,行人-人;普通重型-機車,120.481463,22.670938
110年12月29日 10時08分00秒,高雄市前鎮區國道1號 373公里100.0公尺處南側向外側,死亡1;受傷5,營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);租賃車-小客車;計程車-小客車,120.336458,22.59257
110年12月29日 10時51分00秒,屏東縣潮州鎮屏75縣北上車道與江山路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.542963,22.549845
110年12月29日 14時04分00秒,臺中市豐原區三村里豐原大道一段 / 臺中市豐原區三村里西勢路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.70334,24.23811
110年12月29日 16時45分21秒,花蓮縣玉里鎮中央路口 / 花蓮縣玉里鎮橫七路口,死亡1;受傷0,自用-大貨車;普通重型-機車,121.342656,23.403644
110年12月29日 17時59分00秒,屏東縣內埔鄉通安路351-1號附近,死亡1;受傷0,普通重型-機車,120.602639,22.634159
110年12月29日 18時07分46秒,臺中市西屯區科園路(R46前-科園一路往東100公尺處),死亡1;受傷0,普通重型-機車,120.608797,24.204383
110年12月29日 19時23分00秒,臺中市東勢區粵寧里東蘭路41-5號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.826013,24.264741
110年12月30日 05時58分00秒,彰化縣大村鄉國道1號 207公里100.0公尺處南側向內側,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.50839,23.98803
110年12月30日 09時12分00秒,新北市板橋區新北市板橋區大觀路3段032647號燈桿,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.431669,24.993532
110年12月30日 10時17分00秒,新竹市東區建功路與建功一路口,死亡1;受傷0,營業用-小貨車(含客、貨兩用);行人-人,120.998392,24.796455
110年12月30日 11時52分00秒,臺南市佳里區縣176線 13公里300.0公尺處口,死亡1;受傷0,普通重型-機車;自用-大貨車,120.192657,23.166083
110年12月30日 12時04分35秒,苗栗縣頭份市中正一路613號前,死亡1;受傷1,行人-人;普通重型-機車;自用-小客車;自用-小客車,120.940468,24.682456
110年12月30日 12時17分00秒,嘉義市西區西平里博愛路2段 / 嘉義市西區西平里大統路,死亡1;受傷0,自用-小客車;普通重型-機車,120.428612,23.468937
110年12月30日 14時40分20秒,宜蘭縣礁溪鄉四結路柴圍85號電桿前,死亡1;受傷0,自用-小客車;普通重型-機車,121.75429,24.791951
110年12月30日 17時12分00秒,臺南市安南區鹿耳門大道(4-25號燈桿),死亡1;受傷0,普通重型-機車,120.132796,23.034968
110年12月31日 01時04分43秒,嘉義縣民雄鄉國道1號 259公里400.0公尺處南側向外側,死亡1;受傷1,營業用-大貨車;營業用-大貨車;自用-小客車;自用-小客車,120.409374,23.53698
110年12月31日 05時47分00秒,新北市貢寮區新北市貢寮區臺2線道路111.8K,死亡2;受傷0,營業用-曳引車;營業用-曳引車,121.944716,25.01589
110年12月31日 06時32分00秒,高雄市阿蓮區和平路 / 高雄市阿蓮區永豐路,死亡1;受傷0,自用-小客車;普通重型-機車,120.3332,22.88547
110年12月31日 06時34分00秒,新竹縣湖口鄉八德路3段366號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.10953,24.895414
110年12月31日 15時11分00秒,花蓮縣壽豐鄉台11線 22公里400.0公尺處南側,死亡1;受傷1,普通重型-機車;乘客-人,121.565785,23.793596
110年12月31日 15時13分05秒,臺東縣太麻里鄉台9線 377公里550.0公尺處西側向內側,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.044996,22.687199
110年12月31日 15時37分00秒,屏東縣霧臺鄉台24線 38.6公里,死亡1;受傷1,普通重型-機車;乘客-人,120.7318,22.748787
110年12月31日 18時00分00秒,高雄市楠梓區德民路 / 高雄市楠梓區外環西路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.297959,22.723317
110年12月31日 18時22分00秒,新北市八里區中山路3段112號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.392718,25.143358
110年12月31日 21時15分00秒,屏東縣萬丹鄉丹榮路536號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.493503,22.586409
